1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
-61091.9554,-80262.68973,-82277.79033,-100562.1638,-85450.96772,-81099.28226,-81062.20951,-64375.92101,-54271.89414,-96771.0041,-127613.9175,-190023.7929,-206676.8126,-280075.3426,-294617.2218,-298757.2125,-312972.8595,-334334.3491,-356962.5754,-342844.6735,-305403.2139,-298156.9811,-315140.9522,-293589.3017,-302765.0179,-361118.038,-363639.6818,-405897.8155
-58651.285,-73864.37466,-85037.24669,-88300.22067,-90115.96856,-75266.74777,-70534.42309,-68066.59625,-52783.21596,-93442.93033,-129495.5625,-182745.7378,-237148.0624,-248426.4886,-287169.8382,-298637.6493,-306119.9471,-306446.5089,-330843.3626,-325351.89,-281626.5161,-280895.5897,-272541.571,-281782.1739,-298333.0866,-301515.7102,-364208.6689,-364921.966
-60456.6116,-66420.07417,-78153.93611,-92936.99025,-76861.44237,-82348.96687,-66990.24292,-60436.69008,-54901.9571,-90371.72131,-122594.8944,-182681.3302,-226051.1472,-284932.4981,-247577.7648,-304369.5065,-306572.1697,-300620.2595,-309516.3302,-315598.9691,-256777.5313,-261074.643,-259994.9757,-246853.8954,-283476.3609,-302469.9977,-307935.8407,-368460.9223
-55829.3652,-66842.91934,-69722.26391,-81457.72439,-81859.65755,-68513.60556,-70115.40672,-55013.65708,-47057.05549,-93219.56967,-113355.0362,-166064.1778,-216868.3851,-266122.622,-274502.9208,-249365.6773,-296623.2714,-297636.0829,-297993.1481,-275997.2509,-244539.3095,-234449.0248,-242665.9135,-230718.4006,-244257.9499,-287767.3476,-302615.8109,-309761.0437
-48898.374,-61924.56236,-72159.78369,-74378.05319,-71233.82231,-71236.06065,-58138.52201,-56708.35489,-43733.78221,-80789.54918,-117065.4643,-161662.9941,-207970.1594,-255170.8192,-258557.8816,-277042.1541,-246183.0529,-294865.0619,-301761.0457,-270791.0653,-224762.5903,-226427.0038,-217100.3805,-221952.0876,-227310.6906,-244640.7782,-289642.9041,-295692.9612
-47878.1646,-57896.40575,-66380.25566,-75480.91654,-66087.51186,-62112.75732,-59770.93997,-48076.69402,-44499.74111,-76568.03279,-102101.9827,-165463.0405,-198528.728,-248673.9869,-254929.6691,-263816.079,-277455.9884,-246301.1415,-285153.0309,-272144.6735,-219066.5644,-206980.6262,-205409.9059,-193160.2283,-215547.9546,-232889.7965,-244636.0213,-289053.7621
-44996.1806,-53957.26916,-60455.08965,-66693.58596,-65587.69034,-56800.08356,-51608.85016,-48716.91319,-38563.55965,-75082.68443,-90935.8444,-140537.312,-190691.0467,-235494.6988,-239493.8527,-254303.6352,-264515.4634,-276249.4845,-238987.1393,-257775.6014,-218359.8851,-196461.4781,-184243.0616,-181627.0477,-191994.609,-212306.3875,-233654.5694,-244802.1845
-43633.0986,-51108.62802,-59795.88619,-67689.7206,-64402.92823,-60434.06143,-50360.53055,-45809.56494,-42350.11452,-71140.36885,-102039.5124,-137617.5022,-186190.1999,-255387.3802,-241658.0496,-259478.3281,-261071.614,-263850.9415,-288225.8794,-231848.7973,-209120.3596,-202423.3691,-183003.1628,-166121.6316,-183353.7367,-193429.8585,-214678.8483,-231260.5583
-36579.4408,-47325.2765,-51808.79307,-57064.28443,-53925.18825,-52569.52766,-47182.98971,-39445.03315,-33164.78484,-66215.26639,-79218.1651,-133967.7401,-157064.0308,-197874.9466,-227367.9845,-222975.7,-235503.6411,-246834.0301,-249888.4354,-248959.7938,-177319.8194,-190686.8716,-182028.9565,-162642.5011,-165793.2541,-180181.2175,-190155.5025,-207920.9951
-34585.4054,-42818.63719,-49087.6625,-54811.12274,-51370.54493,-46828.85206,-43577.70298,-39399.84121,-31521.67946,-57582.37705,-84149.1583,-111725.6602,-164953.4461,-185623.7773,-199933.6056,-233100.3071,-223745.8522,-237810.4487,-247474.0544,-226434.3643,-195078.2675,-162531.763,-168331.0266,-160396.1334,-158936.3038,-163773.1924,-178661.9623,-181656.6748
-32354.0728,-39191.07074,-45086.45078,-50613.12676,-46816.61555,-44200.27473,-39797.8261,-34925.83897,-31484.61694,-52489.7541,-72328.2672,-112412.6742,-131352.2972,-189831.2496,-182047.1545,-197080.7141,-226876.6244,-211663.3782,-226622.5819,-215779.0378,-179531.4927,-180230.1517,-141968.4158,-150342.2681,-158072.2166,-157206.069,-165546.8087,-175105.2184
-29743.6664,-35774.92686,-40127.0945,-45549.44233,-42632.92432,-40979.15712,-36707.58034,-30790.7763,-28544.3231,-51886.68033,-63779.0363,-98157.13264,-135646.2085,-145312.4803,-184529.6157,-175284.3528,-190072.658,-220580.3818,-205990.5987,-204707.2165,-172068.8959,-163936.397,-157909.9722,-124919.9604,-145891.3739,-152973.4879,-152175.6109,-157234.9515
-26821.7376,-32881.7757,-36501.47546,-41849.51367,-36135.24458,-37096.85743,-32953.89198,-29111.14247,-25091.33098,-47062.09016,-63699.0762,-86456.42458,-120229.515,-155552.7254,-144810.2365,-183309.4311,-168957.339,-177594.0294,-205149.2235,-188082.1306,-159399.0991,-153947.8885,-142381.7154,-139000.8507,-124010.4552,-144101.9257,-152033.3641,-149981.5534
-25617.5136,-28619.94149,-31258.50838,-35837.12958,-33043.75593,-31423.8142,-30788.97404,-26279.11412,-22416.65193,-39624.18033,-56133.9527,-85318.55755,-101113.8499,-129008.5252,-144173.708,-143162.5183,-176471.1922,-160861.3253,-174310.9932,-180793.4708,-146466.65,-142929.3149,-137008.8205,-122098.3034,-132679.2014,-120637.5919,-141905.393,-145477.4272
-20806.0174,-27351.40598,-27993.15169,-29895.89797,-30840.83887,-27868.57252,-25254.46609,-22927.37844,-20569.70265,-36485.96311,-47503.8982,-71041.54679,-94000.4427,-112859.2566,-119158.1375,-142115.1452,-127735.5052,-164200.761,-152874.2163,-149486.9416,-143831.4389,-130787.0342,-124255.5754,-118756.1466,-124205.5717,-129313.48,-113484.4853,-132725.4854
-18093.9458,-23679.32951,-28430.06562,-27500.43134,-27268.04061,-25542.82668,-23054.63012,-19650.96267,-18037.09662,-33224.89754,-44568.1552,-66575.95545,-87844.11211,-106053.0514,-105950.1708,-123530.25,-132536.0225,-118265.758,-156934.7662,-130015.8076,-120412.4814,-128289.907,-113834.521,-107579.0975,-110185.0594,-116578.1072,-122872.7731,-112018.2039
-15813.2408,-19439.75031,-22888.15744,-25531.87955,-22862.20648,-21632.26271,-19423.15487,-17285.91771,-13818.14559,-27082.47951,-38169.6987,-57086.57386,-70746.06791,-93956.56859,-95638.40894,-101753.0188,-111977.2852,-124589.3701,-115158.6583,-133556.0137,-104905.6945,-104972.9823,-109878.6533,-94813.15416,-103467.478,-108361.3006,-108363.601,-119417.8398
-14648.8538,-17225.37692,-19860.4206,-24464.59243,-23287.98037,-20399.73855,-19108.89259,-16306.75898,-14133.17708,-25284.42623,-36270.3284,-52728.32847,-71651.41064,-86717.24128,-95542.92966,-105770.3404,-100323.8554,-113896.0709,-119877.6757,-103637.8007,-105764.4297,-91644.5662,-92401.9841,-98210.10045,-91732.61589,-96656.97964,-103271.1661,-104150.6068
-12114.613,-14777.32593,-17062.63846,-18143.88096,-17901.01512,-17199.81915,-15407.58128,-11682.11694,-11446.14385,-18829.30328,-27331.659,-41671.69608,-55743.24546,-65648.94256,-74378.35664,-83122.68954,-84426.48995,-86470.06755,-94526.67502,-96071.47766,-79712.4119,-92705.84524,-77080.37715,-76212.13374,-90924.27622,-84877.39943,-88079.20942,-97657.64563
-10086.7284,-12629.71757,-14425.82461,-17088.45259,-14957.62173,-14192.70246,-13661.67972,-11124.74966,-9716.559239,-17433.29918,-24273.4403,-33921.31881,-47207.15683,-61472.40757,-62284.31491,-71042.02938,-76495.20041,-75918.87196,-78760.03534,-82292.43986,-78049.0794,-71012.05317,-77847.93357,-65062.47938,-70520.66795,-80610.19909,-81991.04701,-82390.41262
-8356.019,-10626.76677,-11674.03341,-13673.13382,-12032.74025,-11331.95433,-11234.87655,-10130.52694,-8042.568423,-15233.19672,-20482.6596,-29434.25828,-39602.27787,-50365.91823,-55282.50127,-60950.89996,-62685.01644,-69808.41525,-73089.8981,-66118.5567,-63311.0054,-65268.66074,-57301.0387,-64459.79536,-59482.65035,-65508.67491,-74025.22704,-76628.64078
-7250.1478,-8312.245837,-10531.92509,-11514.8421,-10144.52563,-9904.608575,-9026.311074,-8322.84927,-7622.526447,-12552.86885,-17071.6933,-25741.55775,-34144.35453,-39970.98671,-45702.74717,-52414.09142,-52666.54544,-55455.94718,-61274.06372,-61190.03436,-51624.577,-52783.02502,-53965.12043,-45858.77494,-57754.47588,-53549.97765,-60341.0863,-69345.99515
-5818.6128,-8245.480811,-7404.54122,-9415.844106,-8108.215741,-7798.920286,-7358.975083,-6055.720193,-5695.275028,-10754.81557,-14103.0431,-21082.74371,-27315.48362,-33814.46476,-34022.44897,-43339.24873,-46370.21471,-47178.4099,-52677.40403,-48972.85223,-46642.928,-43637.29685,-40621.44732,-44762.98581,-43566.72095,-51299.72561,-49359.63448,-53084.34466
-4584.6262,-5040.759524,-6890.975732,-6498.592658,-6738.334543,-6464.442857,-5621.803029,-5317.585145,-4268.367727,-9280.635246,-12120.9809,-15822.79238,-22814.63689,-28709.81088,-28993.87373,-31832.49167,-35482.08477,-40286.38315,-42946.7169,-38178.69416,-38041.2845,-35552.84772,-33831.52517,-31914.85831,-39385.65368,-37190.11855,-47823.3692,-43432.64563
-3550.2852,-4606.78685,-4967.02144,-6403.722692,-4887.143734,-4901.832372,-4373.483412,-4089.870727,-3508.585917,-6209.42623,-9155.5963,-13783.21941,-15390.82647,-20325.80361,-23201.46427,-25182.38956,-27411.64981,-32754.89001,-33142.8667,-32070.10309,-30147.3108,-28342.39309,-28694.80145,-26490.70213,-30326.6746,-34089.43682,-32204.67218,-42438.22816
-2722.342,-3494.036403,-3694.605454,-4245.43097,-3924.524514,-3612.779667,-3256.106413,-2764.240436,-2668.501965,-5126.127049,-6927.5465,-10391.08753,-14588.95148,-17170.1994,-19414.11962,-19747.049,-20315.23285,-20782.65798,-30106.59967,-25302.06186,-24306.2757,-23348.1388,-21491.57969,-22655.44019,-23079.49133,-26042.71617,-29729.57812,-29042.83981
-2018.065,-2336.775938,-3073.727774,-3118.850126,-3239.583915,-2968.758033,-2810.901514,-2342.44898,-2174.334935,-3194.057377,-5274.7918,-7771.846461,-9777.701525,-14076.46978,-12985.18165,-15201.25823,-14505.91113,-16590.60047,-15839.80274,-21692.43986,-20245.7634,-18853.30994,-16472.94157,-18135.31004,-19846.13264,-19594.50232,-23413.82085,-25211.40777
-4645.0236,-6019.979917,-7619.165603,-8822.90682,-9126.370686,-7580.881614,-7018.524278,-11260.32548,-5738.514643,-10386.27049,-15248.2639,-23895.20749,-30781.65295,-37836.31327,-42965.67457,-45773.55436,-48979.19153,-49842.85323,-53921.17607,-51471.82131,-56153.426,-53875.51815,-50835.85197,-51036.37856,-58618.56312,-61209.86567,-65860.26157,-70749.87865
